Title,Desc_of_movies,IMDB_ID
Ajaibnya Cinta ,"Upon returning home from his studies abroad, young grad Akif finds himself involved with four women in this continuation of the series 'Spain Uoolss.'",No ID found
Ajji ,"When her small granddaughter is sexually assaulted by a powerful man and no justice is served, a poor, frail old woman plots her violent revenge.",6471054
Akulah Balqis ,"A little girl must enter an orphanage after her parents are arrested, but her life takes a dramatic turn when she escapes and meets a model.",No ID found
Ala Vaikunthapurramuloo ,"After growing up enduring criticism from his father, a young man finds his world shaken upon learning he was switched at birth with a millionaire's son.",9537292
Alakada Reloaded ,"To cope with her feelings of inferiority, a woman from an impoverished family tells tall tales of her wealth and influence to upgrade her social status.",13275228
Alan Saldaña: Mi vida de pobre ,Mexican comic Alan Salda&ntilde;a has fun with everything from the pressure of sitting in an exit row to maxing out his credit card in this stand-up special.,7183082
Alarmoty in the Land of Fire ," While vacationing at a resort, an ornery and outspoken man is held captive by a criminal organization.",10497352
Albert Pinto Ko Gussa Kyun Aata Hai? ,"As the police investigate his disappearance, a young man heads to Goa to carry out an act of vengeance fueled by years of pent-up anger toward society.",4355838
Alejandro Riaño: Especial de stand up ,"Colombian comedian Alejandro Ria&ntilde;o discusses the perks of dating a she-wolf, styles of dancing, the quirks of Bogot&aacute; men and soccer game announcers.",7607558
Alejandro Sanz: What I Was Is What I Am ,A retrospective look at the life and career of Grammy-award winning Spanish musician Alejandro Sanz.,No ID found
Alex Fernández: The Best Comedian in the World ,Comic Alex Fernández performs his familiar autobiographical stories but goes a little deeper this time with a tender tale about one of his six siblings.,11497900
Alex Strangelove ,High school senior Alex Truelove's plan to lose his virginity to lovable girlfriend Claire goes awry when he meets the equally lovable Elliot.,5688996
Alexa & Katie ," Alexa is battling cancer. But with her best friend, Katie, by her side, she's also starting high school -- and ready for whatever comes next.",6916746
Alexandria ... Why? ,"Living in Alexandria during World War II, an Egyptian teen enamored with American films dreams of making it in Hollywood.",77751
"Alexandria: Again and Forever (Iskanderija, kaman oue kaman) ","At the peak of his career, Yehia joins a hunger strike, becomes smitten and reckons with a creative crisis -- but finds a new muse.",99858
Alexis Viera: A Story of Surviving ,"After being shot during a robbery in Colombia and losing sensation in his legs, Uruguayan soccer star Alexis Viera finds a new sense of purpose.",10177712
Ali & Alia ,Drugs and addiction endanger the love -- and lives -- of two childhood sweethearts struggling to survive the perils of a precarious world.,9859758
Ali Baba ve 7 Cüceler (Ali Baba and the 7 Dwarfs) ," A garden gnome vendor and his brother-in-law attend a trade fair in Sofia, where they accidentally stumble into shenanigans involving a mafia boss.",4728338
Ali G Indahouse , Wannabe gangsta rapper Ali G takes a stand against the demolition of his beloved John Nike Leisure Centre and gets elected to Parliament.,284837
Ali Wong: Baby Cobra ,"Ali Wong's stand up special delves into her sexual adventures, hoarding, the rocky road to pregnancy, and why feminism is terrible.",5066574
Ali Wong: Hard Knock Wife ,"Two years after the hit ""Baby Cobra,"" Ali Wong is back with another baby bump -- and a torrent of hilarious truths about marriage and motherhood.",7410684
Ali's Wedding ,"After telling a white lie that spins out of control, the son of an Iraqi-born cleric in Melbourne becomes torn between family duty and his own heart.",2782692
"Alias JJ, la celebridad del mal (Alias JJ, The Celebrity of Evil) ","Witnesses and public figures respond to controversial claims about Pablo Escobar made by the Medell&iacute;n Cartel's sole survivor, John Jairo Vel&aacute;squez.",6809396
Alibaba Aur 40 Chor ,A simple village man is thrown into a web of political intrigue after he takes on a powerful and ruthless gang of bandits.,79749
Alice Junior ,"In a small town, a trans teen with a vibrant personality shakes up her high school's conservative ways while trying to secure her first kiss.",8217188
Alien Warfare ,The U.S. Navy Seal team tackles a top-secret mission at a research center where scientists have mysteriously disappeared and another life form awaits.,9562694
#Alive ,"As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.",106246
All About Love ,An inseparable couple struggles to stay together when betrayal threatens to tear their lives apart.,No ID found
All About the Washingtons ,"Hip-hop icon MC Joe Speed retires from showbiz and finds a new rhythm balancing business, romance and everyday family chaos.",7661368
All Because of You (Pasal Kau) ,"After falling for a guest, an unsuspecting hotel staff becomes embroiled in a hostage scheme and discovers true love in an unlikely place.",13106900
All Day and a Night ,"While serving life in prison, a young man looks back at the people, the circumstances and the system that set him on the path toward his crime.",3993886
All Good Ones Get Away (An Affair to Die For) ,"When a mysterious figure blackmails an adulterous couple during a romantic getaway, their secret affair turns into a fight for survival.",8620646
All Hallows' Eve ,"Instead of summoning the spirit of her dearly departed mother, a charming teen accidentally awakens a vengeful witch who wants to destroy her town.",2900624
All In My Family ,"After starting a family of his very own in America, a gay filmmaker documents his loving, traditional Chinese family's process of acceptance.",9097148
All Is Well (Alles ist gut) ,"A woman sexually assaulted by her new boss's brother-in-law tries to move on as if nothing happened, but the night weighs heavily on her mind and body.",7776430
All Light Will End ,"A horror novelist with a traumatic past returns to her childhood hometown, where she revisits her night terrors and loses sight of reality.",6023386
All of You ,"Two strangers meet on a dating app and experience instant chemistry, but their relationship unravels as jarring differences catch up to them.",No ID found
All Saints ,"Based on a true story, a pastor is burdened with shutting down a struggling church until he meets refugees who have an idea to save it.",No ID found
All The Bright Places ,Two teens facing personal struggles form a powerful bond as they embark on a cathartic journey chronicling the wonders of Indiana.,3907584
All the Devil's Men ,A battle-scarred Special Ops military vet joins a CIA-funded assignment to take down a Russian terrorist and his trigger-happy comrades.,6012244
All the Freckles in the World (Todas las pecas del mundo) ,Thirteen-year-old José Miguel is immune to 1994 World Cup fever until he realizes soccer is the only way to win the heart of his crush.,9809140
